recipe_name,total_time,ingredients_list,directions_list,fat,sat_fat,cholesterol,sodium,fiber,sugar,protein,calcium,iron,potassium,img_src,text
Dried Apricot Jam,110,"['4 ½ cups dried apricots', '4 ½ cups boiling water', '1 teaspoon vanilla extract', '1 (1.75 ounce) package powdered fruit pectin', '7 cups white sugar', '¼ cup lemon juice']","['soak apricots in boiling water in a bowl until hydrated', 'about 30 minutes. blend apricots', 'remaining water', 'and vanilla extract in a food processor', 'working in batches', 'until blended but still slightly chunky.\ncombine apricot mixture with pectin in a large pot over medium heat; cook until just boiling. add sugar and lemon juice; boil until sugar has dissolved', '1 to 2 minutes.\nsterilize jars and lids in boiling water for at least 5 minutes. pack the apricot jam into the hot', 'sterilized jars', 'filling the jars to within 1/4-inch of the top. run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles. wipe the rims of the jars with a moist paper towel to remove any food residue. top with lids', 'and screw on rings.\nplace a rack in the bottom of a large stockpot and fill halfway with water. bring to a boil', 'then carefully lower the jars into the pot using a holder. leave a 2-inch space between the jars. pour in more boiling water if necessary until the water level is at least 1 inch above the tops of the jars. bring the water to a full boil', 'cover the pot', 'and process for 10 minutes.\nremove jars from the stockpot and place onto a cloth-covered or wood surface', 'several inches apart', 'until cool', 'about 1 hour. once cool', 'press the top of each lid with a finger', 'ensuring that the seal is tight (lid does not move up or down at all). store in a cool', 'dark area.']",,,,1.0,0.0,12.0,0.0,3.0,0.0,48.0,https://www.allrecipes.com/thmb/LZgikrqsyNJhwOGXM0x_Iwfn2fM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1044664-7eeb6523d6d84799a977424734f52b73.jpg,"Dried Apricot Jam 4 ½ cups dried apricots, 4 ½ cups boiling water, 1 teaspoon vanilla extract, 1 (1.75 ounce) package powdered fruit pectin, 7 cups white sugar, ¼ cup lemon juice Soak apricots in boiling water in a bowl until hydrated, about 30 minutes. Blend apricots, remaining water, and vanilla extract in a food processor, working in batches, until blended but still slightly chunky.
Combine apricot mixture with pectin in a large pot over medium heat; cook until just boiling. Add sugar and lemon juice; boil until sugar has dissolved, 1 to 2 minutes.
Sterilize jars and lids in boiling water for at least 5 minutes. Pack the apricot jam into the hot, sterilized jars, filling the jars to within 1/4-inch of the top. Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids, and screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil, then carefully lower the jars into the pot using a holder. Leave a 2-inch space between the jars. Pour in more boiling water if necessary until the water level is at least 1 inch above the tops of the jars. Bring the water to a full boil, cover the pot, and process for 10 minutes.
Remove jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool, about 1 hour. Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all). Store in a cool, dark area. /Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/"
Slow Cooker Chicken Tagine,315,"['8  skinless', 'boneless chicken thighs', '2 large onions', 'thinly sliced', '4 large carrots', 'thinly sliced', '½ cup raisins', '½ cup dried apricots', 'chopped', '2 cups chicken broth', '2 tablespoons tomato paste', '2 tablespoons lemon juice', '2 tablespoons all-purpose flour', '2 teaspoons garlic salt', '2 teaspoons ground cumin', '1 ½ teaspoons ground ginger', '1 teaspoon ground cinnamon', '1 teaspoon hungarian paprika', '1 teaspoon ground black pepper', '3 cups water', '2 cups couscous', '1 tablespoon butter']","['layer chicken thighs', 'onions', 'carrots', 'raisins', 'and apricots in a slow cooker.\nwhisk chicken broth', 'tomato paste', 'lemon juice', 'flour', 'garlic salt', 'cumin', 'ginger', 'cinnamon', 'paprika', 'and pepper together in a bowl. pour over chicken and vegetables.\ncook on high 4 1/2 hours or on low for 7 1/2 hours. shred chicken slightly using 2 forks. continue cooking 30 minutes.\nbring 3 cups water to a boil in a saucepan; remove from heat and stir in couscous and butter. cover saucepan and let stand until water is absorbed completely', '5 to 10 minutes. fluff couscous with a fork. serve chicken tagine over couscous.']",10.0,3.0,73.0,590.0,5.0,14.0,27.0,64.0,3.0,622.0,https://www.allrecipes.com/thmb/0do5jsAsoXEA6uaTCWqLcS4U5Ik=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6259376-9f9152a84c184f2f8a23357113d435b9.jpg,"Slow Cooker Chicken Tagine 8  skinless, boneless chicken thighs, 2 large onions, thinly sliced, 4 large carrots, thinly sliced, ½ cup raisins, ½ cup dried apricots, chopped, 2 cups chicken broth, 2 tablespoons tomato paste, 2 tablespoons lemon juice, 2 tablespoons all-purpose flour, 2 teaspoons garlic salt, 2 teaspoons ground cumin, 1 ½ teaspoons ground ginger, 1 teaspoon ground cinnamon, 1 teaspoon Hungarian paprika, 1 teaspoon ground black pepper, 3 cups water, 2 cups couscous , 1 tablespoon butter Layer chicken thighs, onions, carrots, raisins, and apricots in a slow cooker.
Whisk chicken broth, tomato paste, lemon juice, flour, garlic salt, cumin, ginger, cinnamon, paprika, and pepper together in a bowl. Pour over chicken and vegetables.
Cook on High 4 1/2 hours or on Low for 7 1/2 hours. Shred chicken slightly using 2 forks. Continue cooking 30 minutes.
Bring 3 cups water to a boil in a saucepan; remove from heat and stir in couscous and butter. Cover saucepan and let stand until water is absorbed completely, 5 to 10 minutes. Fluff couscous with a fork. Serve chicken tagine over couscous. /Meat and Poultry/Chicken/Chicken Thigh Recipes/"
Apricot Chutney,80,"['½ whole head garlic', '¼ teaspoon olive oil', '1 large onion', 'chopped', '1 tablespoon olive oil', '3 cups apricot preserves', '1 cup white vinegar', '2 teaspoons ground ginger', '½ teaspoon cayenne pepper', '½ teaspoon salt']","['preheat oven to 450 degrees f (230 degrees c).\nslice the top off the half head of garlic with a sharp knife', 'exposing the cloves. discard the top. place the head of garlic on a piece of aluminum foil', 'drizzle with 1/4 teaspoon of olive oil', 'and wrap the foil around the garlic. roast in the preheated oven until golden brown', '30 to 40 minutes.\nwhile garlic is roasting', 'place the onion and 1 tablespoon of olive oil into a saucepan over medium heat and cook and stir until the onion is browned', '10 to 15 minutes. remove from heat. stir in the apricot preserves', 'vinegar', 'ginger', 'cayenne pepper', 'and salt until thoroughly combined.\nsqueeze the roasted garlic cloves out of their skins', 'and mash them in a bowl with a spoon. mix the garlic into the chutney; bring to a boil over medium heat. reduce heat and simmer until thickened', 'about 25 minutes', 'stirring occasionally. stir carefully because any splashes of chutney will be burning hot.\npack the chutney into sterilized jars and process to seal.']",0.0,,,31.0,0.0,9.0,0.0,6.0,0.0,23.0,https://www.allrecipes.com/thmb/Uofmd6JpJVdI89FLfIML9kpAMO4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1114259-8b13ab01f6c04fe1b205dbae8a4f5a85.jpg,"Apricot Chutney ½ whole head garlic, ¼ teaspoon olive oil, 1 large onion, chopped, 1 tablespoon olive oil, 3 cups apricot preserves, 1 cup white vinegar, 2 teaspoons ground ginger, ½ teaspoon cayenne pepper, ½ teaspoon salt Preheat oven to 450 degrees F (230 degrees C).
Slice the top off the half head of garlic with a sharp knife, exposing the cloves. Discard the top. Place the head of garlic on a piece of aluminum foil, drizzle with 1/4 teaspoon of olive oil, and wrap the foil around the garlic. Roast in the preheated oven until golden brown, 30 to 40 minutes.
While garlic is roasting, place the onion and 1 tablespoon of olive oil into a saucepan over medium heat and cook and stir until the onion is browned, 10 to 15 minutes. Remove from heat. Stir in the apricot preserves, vinegar, ginger, cayenne pepper, and salt until thoroughly combined.
Squeeze the roasted garlic cloves out of their skins, and mash them in a bowl with a spoon. Mix the garlic into the chutney; bring to a boil over medium heat. Reduce heat and simmer until thickened, about 25 minutes, stirring occasionally. Stir carefully because any splashes of chutney will be burning hot.
Pack the chutney into sterilized jars and process to seal. /Side Dish/Sauces and Condiments/Chutney Recipes/"
Apricot Cream Cheese Thumbprints,150,"['1 ½ cups butter', 'softened', '1 ½ cups white sugar', '1 (8 ounce) package cream cheese', 'softened', '2  eggs', '2 tablespoons lemon juice', '1 ½ teaspoons lemon zest', '4 ½ cups all-purpose flour', '1 ½ teaspoons baking powder', '1 cup apricot preserves', ""⅓ cup confectioners' sugar for decoration""]","['in a large bowl', 'cream together the butter', 'sugar', 'and cream cheese until smooth. beat in the eggs one at a time', 'then stir in the lemon juice and lemon zest. combine the flour and baking powder; stir into the cream cheese mixture until just combined. cover', 'and chill until firm', 'about 1 hour.\npreheat oven to 350 degrees f (175 degrees c). roll tablespoonfuls of dough into balls', 'and place them 2 inches apart on ungreased cookie sheets. using your finger', 'make an indention in the center of each ball', 'and fill with 1/2 teaspoon of apricot preserves.\nbake for 15 minutes in the preheated oven', ""or until edges are golden. allow cookies to cool on the baking sheets for 2 minutes before removing to wire racks to cool completely. sprinkle with confectioner's sugar.""]",4.0,3.0,16.0,43.0,0.0,6.0,1.0,10.0,0.0,16.0,https://www.allrecipes.com/thmb/ZgQ9XtT6A5lScuNQnz9Ueio6U04=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4533042-d25916f6c78847db97837081865961de.jpg,"Apricot Cream Cheese Thumbprints 1 ½ cups butter, softened, 1 ½ cups white sugar, 1 (8 ounce) package cream cheese, softened, 2  eggs, 2 tablespoons lemon juice, 1 ½ teaspoons lemon zest, 4 ½ cups all-purpose flour, 1 ½ teaspoons baking powder, 1 cup apricot preserves, ⅓ cup confectioners' sugar for decoration In a large bowl, cream together the butter, sugar, and cream cheese until smooth. Beat in the eggs one at a time, then stir in the lemon juice and lemon zest. Combine the flour and baking powder; stir into the cream cheese mixture until just combined. Cover, and chill until firm, about 1 hour.
Preheat oven to 350 degrees F (175 degrees C). Roll tablespoonfuls of dough into balls, and place them 2 inches apart on ungreased cookie sheets. Using your finger, make an indention in the center of each ball, and fill with 1/2 teaspoon of apricot preserves.
Bake for 15 minutes in the preheated oven, or until edges are golden. Allow cookies to cool on the baking sheets for 2 minutes before removing to wire racks to cool completely. Sprinkle with confectioner's sugar. /Desserts/Cookies/Thumbprint Cookie Recipes/"
Moroccan Beef and Lentil Stew,95,"['2 tablespoons vegetable oil', '2  carrots', 'chopped', '1  celery stalk', 'chopped', '1  onion', 'chopped', '4 cloves garlic', 'minced', '1 ½ pounds chuck roast', 'cut into 1-inch cubes', '1 teaspoon salt', 'or to taste', '1 teaspoon ground turmeric', '1 teaspoon onion powder', '1 teaspoon garlic powder', '½ teaspoon ground black pepper', 'or to taste', '½ teaspoon ground cinnamon', '½ teaspoon ground ginger', '½ teaspoon ground cumin', '½ teaspoon ground coriander', '¼ teaspoon ground allspice', '3 tablespoons tomato paste', '4 cups low-sodium beef broth', '1 tablespoon molasses', '2  bay leaves', '1 cup dried red lentils', '½ cup dried apricots', 'chopped', '½  lemon', 'juiced']","['heat oil in a dutch oven over medium heat. add carrots', 'celery', 'and onion; cook until slightly softened', 'about 3 minutes. stir in garlic and cook for 1 minute.\nadd beef. sprinkle salt', 'turmeric', 'onion powder', 'garlic powder', 'pepper', 'cinnamon', 'ginger', 'cumin', 'coriander', 'and allspice over beef and vegetables. stir to mix. continue to cook', 'stirring occasionally', 'until beef is browned', 'about 5 minutes.\nstir in tomato paste until combined and cook for 1 minute. add beef broth', 'molasses', 'and bay leaves. bring stew to a simmer. reduce heat to low', 'cover', 'and cook', 'stirring occasionally', 'until beef is tender', 'about 50 minutes.\nmix in lentils and dried apricots. bring stew back to a simmer. cover and cook on low', 'stirring occasionally', 'until lentils soften', 'about 15 minutes. remove and discard bay leaves. adjust salt and pepper; mix in fresh lemon juice just before serving.']",17.0,5.0,53.0,571.0,8.0,12.0,29.0,78.0,5.0,988.0,https://www.allrecipes.com/thmb/rYDhUb6ROOT--MmEzWC26HOIPmA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7756081-b698229719014b408d930d1c02c7acf4.jpg,"Moroccan Beef and Lentil Stew 2 tablespoons vegetable oil, 2  carrots, chopped, 1  celery stalk, chopped, 1  onion, chopped, 4 cloves garlic, minced, 1 ½ pounds chuck roast, cut into 1-inch cubes, 1 teaspoon salt, or to taste, 1 teaspoon ground turmeric, 1 teaspoon onion powder, 1 teaspoon garlic powder, ½ teaspoon ground black pepper, or to taste, ½ teaspoon ground cinnamon, ½ teaspoon ground ginger, ½ teaspoon ground cumin, ½ teaspoon ground coriander, ¼ teaspoon ground allspice, 3 tablespoons tomato paste, 4 cups low-sodium beef broth, 1 tablespoon molasses, 2  bay leaves, 1 cup dried red lentils, ½ cup dried apricots, chopped, ½  lemon, juiced Heat oil in a Dutch oven over medium heat. Add carrots, celery, and onion; cook until slightly softened, about 3 minutes. Stir in garlic and cook for 1 minute.
Add beef. Sprinkle salt, turmeric, onion powder, garlic powder, pepper, cinnamon, ginger, cumin, coriander, and allspice over beef and vegetables. Stir to mix. Continue to cook, stirring occasionally, until beef is browned, about 5 minutes.
Stir in tomato paste until combined and cook for 1 minute. Add beef broth, molasses, and bay leaves. Bring stew to a simmer. Reduce heat to low, cover, and cook, stirring occasionally, until beef is tender, about 50 minutes.
Mix in lentils and dried apricots. Bring stew back to a simmer. Cover and cook on low, stirring occasionally, until lentils soften, about 15 minutes. Remove and discard bay leaves. Adjust salt and pepper; mix in fresh lemon juice just before serving. /Soups, Stews and Chili Recipes/Stews/Beef/"
Dried Apricot Pie,90,"['18 ounces dried apricots', '1 ¾ cups water', '1 tablespoon cornstarch', '1 tablespoon orange liqueur', '1 ¾ cups white sugar', '1 recipe pastry for a 9 inch double crust pie']","['preheat oven to 400 degrees f (205 degrees c).\nslice the dried apricots in half. rinse them with water. place them in a sauce pan with the water', ""bring to a boil and cook for 5 minutes.\ncombine the cornstarch with the orange liqueur and about 1 tablespoon of the apricots' cooking liquid. mix until smooth then stir into the cooked apricots. add the white sugar and combine. pour mixture into the unbaked pie shell and seal with the top crust. brush milk over top crust for color"", 'if desired.\nbake at 400 degrees f (205 degrees c) for 1 hour.']",15.0,4.0,,240.0,6.0,78.0,5.0,40.0,3.0,762.0,https://www.allrecipes.com/thmb/R84NQDtwLwM_A25kI8PUp9srYA0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/19404-366840b99221462e9f343a85a54e0b56.jpg,"Dried Apricot Pie 18 ounces dried apricots, 1 ¾ cups water, 1 tablespoon cornstarch, 1 tablespoon orange liqueur , 1 ¾ cups white sugar, 1 recipe pastry for a 9 inch double crust pie Preheat oven to 400 degrees F (205 degrees C).
Slice the dried apricots in half. Rinse them with water. Place them in a sauce pan with the water, bring to a boil and cook for 5 minutes.
Combine the cornstarch with the orange liqueur and about 1 tablespoon of the apricots' cooking liquid. Mix until smooth then stir into the cooked apricots. Add the white sugar and combine. Pour mixture into the unbaked pie shell and seal with the top crust. Brush milk over top crust for color, if desired.
Bake at 400 degrees F (205 degrees C) for 1 hour. /Desserts/Pies/Fruit Pies/"
Instant Pot Chicken Tagine with Apricots and Chickpeas,60,"['1 tablespoon olive oil', '4  skin-on', 'bone-in chicken thighs', '1 large onion', 'sliced', '3 cloves garlic', 'minced', '1 teaspoon ground cinnamon', '1 teaspoon ground cumin', '1 teaspoon ground turmeric', '1 teaspoon red pepper flakes', '1 pinch saffron', '1 (15 ounce) can diced tomatoes', '1 cup chicken broth', '⅓ cup halved dried apricots', 'salt and ground black pepper to taste', '1 (15 ounce) can chickpeas', 'rinsed and drained', '2 tablespoons chopped fresh mint']","['turn on a multi-functional pressure cooker (such as instant pot) and select saute function. place olive oil in the hot cooker and fry chicken thighs until browned', '2 to 3 minutes per side. remove chicken from the inner pot and set aside.\nadd onion and garlic to the pot', 'followed by cinnamon', 'cumin', 'turmeric', 'red pepper flakes', 'and saffron. cook and stir until onion is soft', ""about 5 minutes. press cancel to leave saute mode.\nplace chicken back into the pot on top of onion mixture. pour in tomatoes and chicken broth. sprinkle apricots over the top. season with salt and pepper. close and lock the lid.\nselect high pressure according to the manufacturer's instructions; set timer for 15 minutes. allow 10 to 15 minutes for pressure to build.\nrelease pressure using the natural-release method according to the manufacturer's instructions"", '10 to 40 minutes. unlock and remove the lid. stir in chickpeas and mint leaves.']",11.0,3.0,48.0,517.0,4.0,7.0,17.0,67.0,4.0,439.0,https://www.allrecipes.com/thmb/EHhxkNR1X12nTEl1lWJat5E8r0E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6748315-233f2c64d8eb4b15a86550caf7e2b580.jpg,"Instant Pot Chicken Tagine with Apricots and Chickpeas 1 tablespoon olive oil, 4  skin-on, bone-in chicken thighs, 1 large onion, sliced, 3 cloves garlic, minced, 1 teaspoon ground cinnamon, 1 teaspoon ground cumin, 1 teaspoon ground turmeric, 1 teaspoon red pepper flakes, 1 pinch saffron, 1 (15 ounce) can diced tomatoes, 1 cup chicken broth, ⅓ cup halved dried apricots,   salt and ground black pepper to taste, 1 (15 ounce) can chickpeas, rinsed and drained, 2 tablespoons chopped fresh mint Turn on a multi-functional pressure cooker (such as Instant Pot) and select Saute function. Place olive oil in the hot cooker and fry chicken thighs until browned, 2 to 3 minutes per side. Remove chicken from the inner pot and set aside.
Add onion and garlic to the pot, followed by cinnamon, cumin, turmeric, red pepper flakes, and saffron. Cook and stir until onion is soft, about 5 minutes. Press Cancel to leave Saute mode.
Place chicken back into the pot on top of onion mixture. Pour in tomatoes and chicken broth. Sprinkle apricots over the top. Season with salt and pepper. Close and lock the lid.
Select high pressure according to the manufacturer's instructions; set timer for 15 minutes. Allow 10 to 15 minutes for pressure to build.
Release pressure using the natural-release method according to the manufacturer's instructions, 10 to 40 minutes. Unlock and remove the lid. Stir in chickpeas and mint leaves. /Cuisine/African/North African/Moroccan/"
Fruity Couscous Salad,15,"['1 ⅓ cups dry couscous', '2 cups boiling water', '⅔ cup sweetened dried cranberries', '⅔ cup slivered almonds', '½ cup packed dried apricots', 'chopped', '3 medium scallions', 'thinly sliced with greens', '1 teaspoon cumin', 'salt and ground black pepper to taste']","['place couscous in a bowl and pour boiling water over top. gently stir', 'then cover and let sit for 5 minutes.\nmeanwhile', 'place cranberries in a glass liquid measure and add water to cover. microwave on high for 1 minute; drain.\nadd cranberries to the couscous', 'along with almonds', 'apricots', 'scallions', 'cumin', 'salt', 'and pepper. toss well to combine. serve at room temperature or chilled.']",5.0,0.0,,6.0,4.0,13.0,6.0,41.0,1.0,223.0,https://www.allrecipes.com/thmb/lOSVpXh3Fdu63XUtsnnj0uZYczY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/37495-77b891f5537448809fe814064ae585bf.jpg,"Fruity Couscous Salad 1 ⅓ cups dry couscous, 2 cups boiling water, ⅔ cup sweetened dried cranberries, ⅔ cup slivered almonds, ½ cup packed dried apricots, chopped, 3 medium scallions, thinly sliced with greens, 1 teaspoon cumin,   salt and ground black pepper to taste Place couscous in a bowl and pour boiling water over top. Gently stir, then cover and let sit for 5 minutes.
Meanwhile, place cranberries in a glass liquid measure and add water to cover. Microwave on high for 1 minute; drain.
Add cranberries to the couscous, along with almonds, apricots, scallions, cumin, salt, and pepper. Toss well to combine. Serve at room temperature or chilled. /Salad/Pasta Salad/Fruit Pasta Salad Recipes/"
Moroccan Chicken Tagine,130,"['¼ cup ground cinnamon', '¼ cup ground cumin', '2 tablespoons ground turmeric', '2 tablespoons ground coriander', '2 tablespoons ground ginger', '2 tablespoons crushed dried mint', '1 tablespoon salt', '2 teaspoons ground black pepper']","['make the spice mix: mix cinnamon', 'cumin', 'turmeric', 'coriander', 'ginger', 'mint', 'salt', 'and pepper together in a bowl. measure out 1/2 cup spice mix and set remaining mix aside for another use.\nmake the tagine: bring a small pot of water to a boil. add apricots and raisins and cook until soft', 'about 5 minutes. drain', 'reserving 1/2 cup cooking water.\nplace chicken and 1/2 cup reserved spice mix into a bowl; toss until thoroughly coated.\npour enough olive oil into a large skillet or dutch oven to coat the bottom; turn heat to medium. cook chicken in the hot skillet until golden brown and it releases easily from the skillet', '3 to 4 minutes per side. add onion and garlic; cook and stir until fragrant', '2 to 3 minutes.\nadd apricots', 'raisins', 'and reserved 1/2 cup cooking water; stir in chicken broth and honey. cover', 'reduce the heat to low', 'and cook until chicken is very tender', '1 1/2 to 2 hours.\nserve chicken garnished with cilantro and almonds.']",20.0,4.0,44.0,1375.0,7.0,22.0,15.0,148.0,6.0,523.0,https://www.allrecipes.com/thmb/XjTf__-4y3pd3s-IBs6Dhyw8jYI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6922320-c0d75aab1d98483ead916cc3316f4bee.jpg,"Moroccan Chicken Tagine ¼ cup ground cinnamon, ¼ cup ground cumin, 2 tablespoons ground turmeric, 2 tablespoons ground coriander, 2 tablespoons ground ginger, 2 tablespoons crushed dried mint, 1 tablespoon salt, 2 teaspoons ground black pepper Make the spice mix: Mix cinnamon, cumin, turmeric, coriander, ginger, mint, salt, and pepper together in a bowl. Measure out 1/2 cup spice mix and set remaining mix aside for another use.
Make the tagine: Bring a small pot of water to a boil. Add apricots and raisins and cook until soft, about 5 minutes. Drain, reserving 1/2 cup cooking water.
Place chicken and 1/2 cup reserved spice mix into a bowl; toss until thoroughly coated.
Pour enough olive oil into a large skillet or Dutch oven to coat the bottom; turn heat to medium. Cook chicken in the hot skillet until golden brown and it releases easily from the skillet, 3 to 4 minutes per side. Add onion and garlic; cook and stir until fragrant, 2 to 3 minutes.
Add apricots, raisins, and reserved 1/2 cup cooking water; stir in chicken broth and honey. Cover, reduce the heat to low, and cook until chicken is very tender, 1 1/2 to 2 hours.
Serve chicken garnished with cilantro and almonds. /Cuisine/African/North African/Moroccan/"
Simple Apricot-Glazed Meatloaf,75,"['1 ½ pounds ground beef', '1 cup bread crumbs', '1 small onion', 'minced', '1 large egg', 'beaten', '2 cloves garlic', 'minced', '1 ½ tablespoons apricot preserves', '1 tablespoon kosher salt', '1 ½ teaspoons freshly ground black pepper']","['preheat the oven to 350 degrees f (175 degrees c).\nmake the meatloaf: combine ground beef', 'bread crumbs', 'onion', 'egg', 'garlic', 'apricot preserves', 'kosher salt', 'and pepper in a large mixing bowl; mix well until thoroughly combined. transfer to a 9x5-inch loaf pan.\nbake in the preheated oven for 45 minutes.\nmeanwhile', 'make the glaze: mix ketchup', 'apricot preserves', 'brown sugar', 'hot sauce', 'worcestershire sauce', 'and cider vinegar together in a medium bowl.\nremove meatloaf from the oven and pour glaze over top. continue cooking until no longer pink in the center', 'about 15 minutes longer. an instant-read thermometer inserted into the center should read at least 160 degrees f (70 degrees c).\nlet rest 5 minutes before serving.']",20.0,7.0,101.0,1782.0,1.0,34.0,23.0,78.0,4.0,529.0,https://www.allrecipes.com/thmb/bqcwvKxOgdCDkwsh7WoNcTdx-G4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8547739-6d6f3ba9798c4045ad2d0cda25dec5f7.jpg,"Simple Apricot-Glazed Meatloaf 1 ½ pounds ground beef, 1 cup bread crumbs, 1 small onion, minced, 1 large egg, beaten, 2 cloves garlic, minced, 1 ½ tablespoons apricot preserves, 1 tablespoon kosher salt, 1 ½ teaspoons freshly ground black pepper Preheat the oven to 350 degrees F (175 degrees C).
Make the meatloaf: Combine ground beef, bread crumbs, onion, egg, garlic, apricot preserves, kosher salt, and pepper in a large mixing bowl; mix well until thoroughly combined. Transfer to a 9x5-inch loaf pan.
Bake in the preheated oven for 45 minutes.
Meanwhile, make the glaze: Mix ketchup, apricot preserves, brown sugar, hot sauce, Worcestershire sauce, and cider vinegar together in a medium bowl.
Remove meatloaf from the oven and pour glaze over top. Continue cooking until no longer pink in the center, about 15 minutes longer. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C).
Let rest 5 minutes before serving. /Main Dishes/Meatloaf Recipes/Beef Meatloaf Recipes/"
Apricot Chicken Curry,70,"['8  chicken drumsticks', 'salt and pepper to taste', '2 tablespoons olive oil', '3 cloves garlic', 'minced', '½ teaspoon red pepper flakes', 'or to taste', '4 cups apricot nectar', '1 teaspoon cornstarch', 'or as needed', '1 tablespoon water', '3 tablespoons madras curry powder', '1 cup dried apricots', '1 large onion', 'roughly chopped', '1 large green bell pepper', 'roughly chopped', '4  carrots', 'thinly sliced', '1  fresh green chile pepper', 'minced (optional)', '½ cup chopped water chestnuts (optional)']","['preheat an oven to 350 degrees f (175 degrees c). season the chicken drumsticks with salt and pepper.\nheat olive oil in a large oven-safe skillet over medium heat. stir in garlic and red pepper flakes; cook and stir until garlic is softened and is fragrant', '1 to 2 minutes. place the drumsticks in the skillet', 'and brown the chicken on all sides', 'about 3 minutes on each side. transfer the skillet to the oven.\nbake the chicken drumsticks in the preheated oven until no longer pink at the bone and the juices run clear', '7 to 10 minutes.\nbring the apricot nectar to a boil in a large pot over medium-high eat', 'then reduce heat to medium-low. mix cornstarch and water together in a small bowl; stir cornstarch mixture and curry powder into the apricot nectar. add dried apricots. transfer the baked drumsticks into the apricot mixture.\nheat the skillet used to cook the chicken over medium heat. stir in the onion', 'green bell pepper', 'carrots', 'and green chile pepper; cook and stir until the onion has softened. pour the drumsticks and apricot sauce into the skillet. cover and simmer until the vegetables are tender', 'about 10 minutes. season with salt and pepper. stir in water chestnuts just before serving.']",23.0,5.0,117.0,168.0,9.0,59.0,40.0,114.0,6.0,1393.0,https://www.allrecipes.com/thmb/Xdc1VE5-_4moy7X-Sc1_IzAWqVU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8181230-b6c66196ca7243b6ae45b770a2e0e065.jpg,"Apricot Chicken Curry 8  chicken drumsticks,   salt and pepper to taste, 2 tablespoons olive oil, 3 cloves garlic, minced, ½ teaspoon red pepper flakes, or to taste, 4 cups apricot nectar, 1 teaspoon cornstarch, or as needed, 1 tablespoon water, 3 tablespoons Madras curry powder, 1 cup dried apricots, 1 large onion, roughly chopped, 1 large green bell pepper, roughly chopped, 4  carrots, thinly sliced, 1  fresh green chile pepper, minced (Optional), ½ cup chopped water chestnuts (Optional) Preheat an oven to 350 degrees F (175 degrees C). Season the chicken drumsticks with salt and pepper.
Heat olive oil in a large oven-safe skillet over medium heat. Stir in garlic and red pepper flakes; cook and stir until garlic is softened and is fragrant, 1 to 2 minutes. Place the drumsticks in the skillet, and brown the chicken on all sides, about 3 minutes on each side. Transfer the skillet to the oven.
Bake the chicken drumsticks in the preheated oven until no longer pink at the bone and the juices run clear, 7 to 10 minutes.
Bring the apricot nectar to a boil in a large pot over medium-high eat, then reduce heat to medium-low. Mix cornstarch and water together in a small bowl; stir cornstarch mixture and curry powder into the apricot nectar. Add dried apricots. Transfer the baked drumsticks into the apricot mixture.
Heat the skillet used to cook the chicken over medium heat. Stir in the onion, green bell pepper, carrots, and green chile pepper; cook and stir until the onion has softened. Pour the drumsticks and apricot sauce into the skillet. Cover and simmer until the vegetables are tender, about 10 minutes. Season with salt and pepper. Stir in water chestnuts just before serving. /Meat and Poultry/Chicken/Chicken Leg Recipes/"
